Time (ms),Main Avg Current (mA)
286.40,3.892
286.60,3.856
286.80,3.874
287.00,3.878
287.20,3.838
287.40,3.882
287.60,3.944
287.80,3.826
288.00,3.868
288.20,3.912
288.40,3.914
288.60,3.854
288.80,3.868
289.00,3.876
289.20,3.852
289.40,3.9
289.60,3.878
289.80,3.906
290.00,3.81
290.20,3.914
290.40,3.948
290.60,3.866
290.80,3.862
291.00,3.878
291.20,3.856
291.40,3.9
291.60,3.914
291.80,3.882
292.00,3.838
292.20,3.866
292.40,3.87
292.60,3.892
292.80,3.844
293.00,3.866
293.20,3.992
293.40,3.866
293.60,3.83
293.80,3.874
294.20,3.92
294.40,3.906
294.60,3.85
294.80,3.85
295.00,3.854
295.20,3.912
295.40,3.914
295.60,3.862
295.80,3.886
296.00,3.854
296.20,3.882
296.40,3.87
296.60,3.904
296.80,3.908
297.00,3.856
297.20,3.904
297.40,3.834
297.60,3.898
297.80,3.862
298.00,3.904
298.20,3.894
298.40,3.898
298.60,3.85
298.80,3.868
299.00,3.886
299.20,3.89
299.40,3.83
299.60,3.892
299.80,3.876
300.00,3.886
300.20,3.876
300.40,3.848
300.60,3.914
300.80,3.872
301.00,3.886
301.20,3.85
301.40,3.886
301.60,3.864
301.80,3.872
302.00,3.882
302.20,3.92
302.40,3.856
302.60,3.886
302.80,3.842
303.00,3.886
303.20,3.916
303.40,3.87
303.60,3.894
303.80,3.826
304.00,3.856
304.20,3.92
304.40,3.842
304.60,3.914
304.80,3.892
305.00,3.93
305.20,3.884
305.40,3.794
305.60,3.862
305.80,3.956
306.00,3.926
306.20,3.872
306.40,3.89
306.60,3.808
306.80,3.898
307.00,3.864
307.20,3.884
307.40,3.898
307.60,3.904
307.80,3.882
308.00,3.864
308.20,3.898
308.40,3.872
308.60,3.85
308.80,3.87
309.00,3.904
309.20,3.842
309.40,3.952
309.60,3.862
309.80,3.908
310.00,3.894
310.20,3.856
310.40,3.82
310.60,3.92
310.80,3.908
311.00,3.842
311.20,3.87
311.40,3.906
311.60,3.832
311.80,3.884
312.00,3.93
312.20,3.882
312.40,3.862
312.60,3.87
312.80,3.926
313.00,3.86
313.20,3.9
313.40,3.876
313.60,3.862
313.80,3.934
314.00,3.854
314.20,3.864
314.40,3.846
314.60,3.938
314.80,3.89
315.00,3.846
315.20,3.86
315.40,3.832
315.60,3.95
315.80,3.936
316.00,3.906
316.20,3.832
316.40,3.862
316.60,3.854
316.80,3.934
317.00,3.942
317.20,3.838
317.40,3.82
317.60,3.92
317.80,3.872
318.00,3.89
318.20,3.916
318.40,3.862
318.60,3.904
